city_from,city_to,time
Miasto_323,Miasto_577,9
Miasto_324,Miasto_472,11
Miasto_324,Miasto_509,9
Miasto_325,Miasto_478,6
Miasto_325,Miasto_544,6
Miasto_325,Miasto_585,17
Miasto_326,Miasto_364,11
Miasto_326,Miasto_514,6
Miasto_327,Miasto_340,13
Miasto_327,Miasto_452,18
Miasto_328,Miasto_376,10
Miasto_329,Miasto_351,4
Miasto_329,Miasto_368,4
Miasto_330,Miasto_349,1
Miasto_331,Miasto_419,11
Miasto_331,Miasto_425,17
Miasto_331,Miasto_467,18
Miasto_332,Miasto_356,1
Miasto_332,Miasto_477,14
Miasto_332,Miasto_490,5
Miasto_333,Miasto_440,12
Miasto_333,Miasto_508,17
Miasto_334,Miasto_414,1
Miasto_334,Miasto_458,6
Miasto_335,Miasto_343,15
Miasto_335,Miasto_396,10
Miasto_336,Miasto_350,17
Miasto_336,Miasto_479,7
Miasto_338,Miasto_354,2
Miasto_338,Miasto_463,14
Miasto_338,Miasto_549,9
Miasto_340,Miasto_353,11
Miasto_341,Miasto_418,16
Miasto_341,Miasto_428,18
Miasto_342,Miasto_489,7
Miasto_343,Miasto_520,5
Miasto_343,Miasto_571,14
Miasto_344,Miasto_407,14
Miasto_344,Miasto_519,16
Miasto_345,Miasto_396,5
Miasto_345,Miasto_437,12
Miasto_346,Miasto_390,1
Miasto_346,Miasto_526,8
Miasto_348,Miasto_380,2
Miasto_348,Miasto_475,12
Miasto_349,Miasto_504,18
Miasto_350,Miasto_543,10
Miasto_351,Miasto_401,9
Miasto_352,Miasto_383,9
Miasto_353,Miasto_452,9
Miasto_354,Miasto_395,1
Miasto_354,Miasto_580,8
Miasto_355,Miasto_411,4
Miasto_355,Miasto_574,11
Miasto_356,Miasto_539,12
Miasto_357,Miasto_363,6
Miasto_357,Miasto_424,12
Miasto_357,Miasto_439,12
Miasto_358,Miasto_389,12
Miasto_358,Miasto_433,1
Miasto_358,Miasto_524,14
Miasto_360,Miasto_415,7
Miasto_360,Miasto_540,8
Miasto_362,Miasto_459,11
Miasto_362,Miasto_472,8
Miasto_362,Miasto_509,4
Miasto_363,Miasto_504,12
Miasto_365,Miasto_465,5
Miasto_367,Miasto_441,3
Miasto_367,Miasto_533,17
Miasto_369,Miasto_370,15
Miasto_369,Miasto_467,14
Miasto_369,Miasto_495,7
Miasto_370,Miasto_492,3
Miasto_370,Miasto_528,17
Miasto_371,Miasto_502,8
Miasto_372,Miasto_458,10
Miasto_372,Miasto_529,13
Miasto_373,Miasto_430,1
Miasto_375,Miasto_451,3
Miasto_376,Miasto_564,11
Miasto_377,Miasto_493,9
Miasto_378,Miasto_381,7
Miasto_378,Miasto_393,4
Miasto_378,Miasto_454,15
Miasto_378,Miasto_576,10
Miasto_379,Miasto_410,2
Miasto_379,Miasto_570,14
Miasto_382,Miasto_464,1
Miasto_382,Miasto_590,2
Miasto_383,Miasto_408,6
Miasto_384,Miasto_486,8
Miasto_384,Miasto_542,4
Miasto_385,Miasto_563,15
Miasto_386,Miasto_408,16
Miasto_387,Miasto_498,13
Miasto_387,Miasto_559,7
Miasto_388,Miasto_559,6
Miasto_389,Miasto_421,8
Miasto_390,Miasto_556,16
Miasto_391,Miasto_435,4
Miasto_391,Miasto_560,1
Miasto_392,Miasto_417,13
Miasto_394,Miasto_399,8
Miasto_394,Miasto_470,13
Miasto_394,Miasto_537,16
Miasto_395,Miasto_463,6
Miasto_397,Miasto_409,9
Miasto_397,Miasto_462,16
Miasto_398,Miasto_429,10
Miasto_398,Miasto_545,12
Miasto_399,Miasto_449,18
Miasto_399,Miasto_515,8
Miasto_400,Miasto_486,13
Miasto_400,Miasto_542,3
Miasto_402,Miasto_598,17
Miasto_403,Miasto_547,1
Miasto_405,Miasto_535,18
Miasto_405,Miasto_552,7
Miasto_406,Miasto_441,12
Miasto_406,Miasto_461,18
Miasto_406,Miasto_533,6
Miasto_407,Miasto_455,13
Miasto_407,Miasto_567,4
Miasto_407,Miasto_577,11
Miasto_408,Miasto_444,18
Miasto_409,Miasto_551,2
Miasto_410,Miasto_480,6
Miasto_411,Miasto_450,2
Miasto_411,Miasto_579,8
Miasto_412,Miasto_514,6
Miasto_413,Miasto_526,15
Miasto_416,Miasto_447,12
Miasto_416,Miasto_449,9
Miasto_416,Miasto_515,17
Miasto_417,Miasto_469,8
Miasto_421,Miasto_499,3
Miasto_422,Miasto_432,13
Miasto_423,Miasto_571,15
Miasto_423,Miasto_584,6
Miasto_425,Miasto_445,4
Miasto_425,Miasto_546,12
Miasto_426,Miasto_429,8
Miasto_426,Miasto_545,17
Miasto_427,Miasto_435,6
Miasto_427,Miasto_574,3
Miasto_428,Miasto_587,17
Miasto_429,Miasto_522,5
Miasto_430,Miasto_453,3
Miasto_431,Miasto_557,4
Miasto_431,Miasto_581,2
Miasto_432,Miasto_506,11
Miasto_434,Miasto_513,10
Miasto_437,Miasto_448,11
Miasto_437,Miasto_562,17
Miasto_437,Miasto_588,12
Miasto_438,Miasto_446,8
Miasto_440,Miasto_517,3
Miasto_443,Miasto_456,15
Miasto_443,Miasto_479,11
Miasto_444,Miasto_542,5
Miasto_445,Miasto_525,14
Miasto_445,Miasto_548,16
Miasto_446,Miasto_591,5
Miasto_447,Miasto_466,6
Miasto_447,Miasto_541,1
Miasto_449,Miasto_516,4
Miasto_450,Miasto_505,10
Miasto_450,Miasto_599,15
Miasto_451,Miasto_538,15
Miasto_451,Miasto_595,2
Miasto_452,Miasto_468,3
Miasto_452,Miasto_488,7
Miasto_456,Miasto_496,6
Miasto_457,Miasto_540,5
Miasto_457,Miasto_551,15
Miasto_459,Miasto_470,11
Miasto_460,Miasto_554,18
Miasto_461,Miasto_558,14
Miasto_462,Miasto_560,4
Miasto_463,Miasto_585,17
Miasto_464,Miasto_499,9
Miasto_465,Miasto_591,6
Miasto_467,Miasto_528,18
Miasto_467,Miasto_546,7
Miasto_470,Miasto_515,17
Miasto_473,Miasto_495,16
Miasto_473,Miasto_548,15
Miasto_476,Miasto_545,12
Miasto_477,Miasto_539,7
Miasto_479,Miasto_496,6
Miasto_481,Miasto_484,16
Miasto_481,Miasto_497,4
Miasto_481,Miasto_520,14
Miasto_481,Miasto_562,13
Miasto_483,Miasto_544,18
Miasto_484,Miasto_501,9
Miasto_485,Miasto_572,16
Miasto_486,Miasto_531,6
Miasto_487,Miasto_502,5
Miasto_489,Miasto_571,8
Miasto_489,Miasto_584,10
Miasto_491,Miasto_569,17
Miasto_494,Miasto_555,12
Miasto_494,Miasto_578,2
Miasto_495,Miasto_536,18
Miasto_495,Miasto_546,10
Miasto_496,Miasto_534,15
Miasto_498,Miasto_588,14
Miasto_499,Miasto_590,11
Miasto_506,Miasto_572,17
Miasto_507,Miasto_547,1
Miasto_507,Miasto_566,5
Miasto_508,Miasto_517,17
Miasto_514,Miasto_573,15
Miasto_517,Miasto_580,12
Miasto_518,Miasto_526,1
Miasto_521,Miasto_593,6
Miasto_521,Miasto_596,18
Miasto_524,Miasto_532,6
Miasto_527,Miasto_593,8
Miasto_530,Miasto_563,12
Miasto_530,Miasto_569,4
Miasto_533,Miasto_593,8
Miasto_533,Miasto_596,3
Miasto_540,Miasto_583,10
Miasto_541,Miasto_559,9
Miasto_546,Miasto_548,11
Miasto_549,Miasto_580,6
Miasto_550,Miasto_584,8
Miasto_551,Miasto_583,15
Miasto_552,Miasto_554,18
Miasto_555,Miasto_594,18
Miasto_556,Miasto_589,17
Miasto_558,Miasto_573,8
Miasto_558,Miasto_597,16
Miasto_568,Miasto_597,18
Miasto_578,Miasto_594,14
