name,x,y,quantity
Miasto_1070,18,0,3
Miasto_1071,13,35,15
Miasto_1072,12,13,16
Miasto_1073,17,24,7
Miasto_1074,2,37,4
Miasto_1075,28,1,3
Miasto_1076,3,35,4
Miasto_1077,7,28,10
Miasto_1078,38,34,9
Miasto_1079,25,29,5
Miasto_1080,32,24,5
Miasto_1081,29,29,12
Miasto_1082,19,33,4
Miasto_1083,36,30,7
Miasto_1084,18,30,17
Miasto_1085,5,14,8
Miasto_1086,19,28,11
Miasto_1087,8,16,18
Miasto_1088,5,7,8
Miasto_1089,20,11,3
Miasto_1090,32,4,10
Miasto_1091,28,14,1
Miasto_1092,37,10,6
Miasto_1093,3,16,11
Miasto_1094,11,35,12
Miasto_1095,23,6,7
Miasto_1096,1,30,13
Miasto_1097,32,27,13
Miasto_1098,25,12,14
Miasto_1099,21,3,16
Miasto_1100,1,14,6
Miasto_1101,13,7,11
Miasto_1102,35,27,16
Miasto_1103,36,15,15
Miasto_1104,22,3,13
Miasto_1105,19,16,11
Miasto_1106,18,25,6
Miasto_1107,28,27,8
Miasto_1108,26,6,6
Miasto_1109,5,3,6
Miasto_1110,36,3,12
Miasto_1111,38,39,9
Miasto_1112,37,27,2
Miasto_1113,38,26,12
Miasto_1114,39,33,13
Miasto_1115,20,34,12
Miasto_1116,17,13,9
Miasto_1117,9,0,14
Miasto_1118,1,26,2
Miasto_1119,11,16,1
Miasto_1120,25,33,10
Miasto_1121,30,27,14
Miasto_1122,37,30,13
Miasto_1123,5,36,1
Miasto_1124,2,8,16
Miasto_1125,27,27,9
Miasto_1126,3,30,12
Miasto_1127,4,14,10
Miasto_1128,33,5,2
Miasto_1129,15,35,1
Miasto_1130,39,23,7
Miasto_1131,31,7,1
Miasto_1132,7,31,4
Miasto_1133,27,35,11
Miasto_1134,18,22,1
Miasto_1135,28,37,1
Miasto_1136,33,11,13
Miasto_1137,34,21,3
Miasto_1138,31,13,3
Miasto_1139,37,16,9
Miasto_1140,22,18,17
Miasto_1141,28,36,15
Miasto_1142,2,24,1
Miasto_1143,9,6,15
Miasto_1144,3,18,16
Miasto_1145,25,6,2
Miasto_1146,7,0,17
Miasto_1147,15,10,3
Miasto_1148,14,23,6
Miasto_1149,1,24,8
Miasto_1150,30,18,1
Miasto_1151,13,1,3
Miasto_1152,24,5,3
Miasto_1153,1,23,17
Miasto_1154,22,33,12
Miasto_1155,4,29,7
Miasto_1156,31,38,13
Miasto_1157,1,7,5
Miasto_1158,24,0,3
Miasto_1159,30,33,12
Miasto_1160,24,27,12
Miasto_1161,13,19,12
Miasto_1162,7,22,12
Miasto_1163,6,4,8
Miasto_1164,38,27,2
Miasto_1165,33,23,18
Miasto_1166,30,14,2
Miasto_1167,22,19,14
Miasto_1168,24,16,4
Miasto_1169,9,8,8
Miasto_1170,31,12,7
Miasto_1171,22,35,1
Miasto_1172,15,9,12
Miasto_1173,31,22,16
Miasto_1174,14,25,4
Miasto_1175,4,28,13
Miasto_1176,12,23,16
Miasto_1177,5,11,15
Miasto_1178,11,18,17
Miasto_1179,15,36,16
Miasto_1180,5,15,2
Miasto_1181,34,11,12
Miasto_1182,27,11,12
Miasto_1183,20,14,5
Miasto_1184,8,18,4
Miasto_1185,14,24,2
Miasto_1186,25,15,16
Miasto_1187,19,15,14
Miasto_1188,17,39,17
Miasto_1189,25,19,16
Miasto_1190,17,29,7
Miasto_1191,26,37,13
Miasto_1192,26,31,14
Miasto_1193,12,10,8
Miasto_1194,37,1,5
Miasto_1195,30,13,15
Miasto_1196,20,38,7
Miasto_1197,15,37,1
Miasto_1198,18,12,12
Miasto_1199,1,12,11
Miasto_1200,6,8,15
Miasto_1201,26,27,6
Miasto_1202,7,5,4
Miasto_1203,22,26,14
Miasto_1204,16,23,11
Miasto_1205,26,17,2
Miasto_1206,33,29,14
Miasto_1207,32,19,8
Miasto_1208,15,6,8
Miasto_1209,14,26,4
Miasto_1210,32,38,4
Miasto_1211,15,19,9
Miasto_1212,31,28,8
Miasto_1213,11,37,15
Miasto_1214,28,28,16
Miasto_1215,17,37,17
Miasto_1216,7,37,4
Miasto_1217,14,28,6
Miasto_1218,35,16,14
Miasto_1219,32,25,5
Miasto_1220,14,22,12
Miasto_1221,21,2,13
Miasto_1222,18,39,18
Miasto_1223,35,19,5
Miasto_1224,0,2,13
Miasto_1225,31,25,6
Miasto_1226,13,16,14
Miasto_1227,18,31,6
Miasto_1228,35,3,10
Miasto_1229,36,28,4
Miasto_1230,15,29,1
Miasto_1231,19,8,18
Miasto_1232,26,18,12
Miasto_1233,22,15,2
Miasto_1234,2,5,1
Miasto_1235,0,23,16
Miasto_1236,21,10,12
Miasto_1237,2,13,15
Miasto_1238,36,38,12
Miasto_1239,26,12,7
Miasto_1240,16,11,14
Miasto_1241,17,38,1
Miasto_1242,21,24,10
Miasto_1243,36,18,11
Miasto_1244,21,1,3
Miasto_1245,11,31,3
Miasto_1246,35,6,4
Miasto_1247,23,24,16
Miasto_1248,30,1,10
Miasto_1249,10,8,12
Miasto_1250,23,15,5
Miasto_1251,27,15,4
Miasto_1252,24,14,11
Miasto_1253,31,39,12
Miasto_1254,38,3,16
Miasto_1255,9,25,18
Miasto_1256,8,11,12
Miasto_1257,30,5,3
Miasto_1258,38,30,16
Miasto_1259,6,10,11
Miasto_1260,39,21,14
Miasto_1261,5,33,13
Miasto_1262,5,37,10
Miasto_1263,38,12,17
Miasto_1264,6,13,4
Miasto_1265,10,18,5
Miasto_1266,38,6,1
Miasto_1267,21,36,5
Miasto_1268,39,8,15
Miasto_1269,9,11,12
Miasto_1270,35,12,16
Miasto_1271,26,8,13
Miasto_1272,24,32,7
Miasto_1273,29,38,15
Miasto_1274,31,3,8
Miasto_1275,38,32,17
Miasto_1276,37,11,9
Miasto_1277,3,20,7
Miasto_1278,37,8,2
Miasto_1279,21,25,4
Miasto_1280,10,22,14
Miasto_1281,4,25,6
Miasto_1282,20,5,1
Miasto_1283,8,9,16
Miasto_1284,25,10,15
Miasto_1285,15,18,3
Miasto_1286,28,8,11
Miasto_1287,24,28,12
Miasto_1288,19,24,6
Miasto_1289,28,32,16
Miasto_1290,9,24,8
Miasto_1291,34,18,3
Miasto_1292,6,21,3
Miasto_1293,2,12,9
Miasto_1294,8,34,5
Miasto_1295,31,31,6
Miasto_1296,29,14,12
Miasto_1297,6,17,15
Miasto_1298,6,29,6
Miasto_1299,8,36,9
Miasto_1300,26,21,6
Miasto_1301,21,12,8
Miasto_1302,14,2,2
Miasto_1303,23,31,3
Miasto_1304,17,18,8
Miasto_1305,18,21,17
Miasto_1306,2,35,1
Miasto_1307,13,2,7
Miasto_1308,0,5,5
Miasto_1309,37,31,7
Miasto_1310,7,1,15
Miasto_1311,29,35,12
Miasto_1312,25,8,17
Miasto_1313,29,34,3
Miasto_1314,39,5,8
Miasto_1315,15,3,2
Miasto_1316,29,37,1
Miasto_1317,13,8,2
Miasto_1318,27,0,6
Miasto_1319,20,12,13
Miasto_1320,14,1,16
Miasto_1321,18,14,17
Miasto_1322,19,39,12
Miasto_1323,2,31,13
Miasto_1324,10,20,11
Miasto_1325,6,38,17
Miasto_1326,4,30,12
Miasto_1327,25,39,5
Miasto_1328,35,9,1
Miasto_1329,0,22,11
Miasto_1330,28,7,16
Miasto_1331,23,20,3
Miasto_1332,26,1,7
Miasto_1333,10,15,5
Miasto_1334,5,30,14
Miasto_1335,26,34,7
Miasto_1336,32,0,12
Miasto_1337,20,7,5
Miasto_1338,34,26,13
Miasto_1339,2,0,18
Miasto_1340,32,35,5
Miasto_1341,3,37,9
Miasto_1342,21,20,14
Miasto_1343,21,5,3
Miasto_1344,36,26,17
Miasto_1345,37,28,5
Miasto_1346,36,33,10
Miasto_1347,29,24,18
Miasto_1348,22,17,1
Miasto_1349,12,19,15
Miasto_1350,2,10,7
Miasto_1351,35,8,4
Miasto_1352,18,8,12
Miasto_1353,39,26,5
Miasto_1354,14,15,13
Miasto_1355,1,21,10
Miasto_1356,21,38,12
Miasto_1357,22,32,12
Miasto_1358,32,39,14
Miasto_1359,33,21,18
Miasto_1360,11,3,14
Miasto_1361,24,31,6
Miasto_1362,6,25,4
Miasto_1363,31,21,18
Miasto_1364,10,7,7
Miasto_1365,18,4,1
Miasto_1366,35,29,6
Miasto_1367,0,24,6
Miasto_1368,2,18,15
Miasto_1369,36,39,16
Miasto_1370,18,38,11
Miasto_1371,27,19,8
Miasto_1372,26,23,1
Miasto_1373,28,16,18
Miasto_1374,26,7,16
Miasto_1375,12,14,6
Miasto_1376,3,28,12
Miasto_1377,10,27,16
Miasto_1378,31,32,10
Miasto_1379,28,39,6
Miasto_1380,3,17,11
Miasto_1381,26,15,1
Miasto_1382,36,22,16
Miasto_1383,10,36,10
Miasto_1384,38,13,17
Miasto_1385,38,21,1
Miasto_1386,25,23,11
Miasto_1387,32,3,11
Miasto_1388,2,19,4
Miasto_1389,13,6,17
Miasto_1390,31,2,6
Miasto_1391,14,18,9
Miasto_1392,12,38,18
Miasto_1393,15,8,2
Miasto_1394,13,33,8
Miasto_1395,4,7,12
Miasto_1396,31,15,5
Miasto_1397,27,26,12
Miasto_1398,20,9,2
Miasto_1399,14,32,6
Miasto_1400,20,22,16
Miasto_1401,7,10,11
Miasto_1402,5,18,2
Miasto_1403,24,18,9
Miasto_1404,14,3,4
Miasto_1405,9,4,9
Miasto_1406,3,12,4
Miasto_1407,14,13,12
Miasto_1408,27,9,1
Miasto_1409,10,9,18
Miasto_1410,23,35,10
Miasto_1411,7,29,16
Miasto_1412,10,32,14
Miasto_1413,36,17,16
Miasto_1414,32,29,10
Miasto_1415,11,33,1
Miasto_1416,22,39,8
Miasto_1417,23,30,1
Miasto_1418,32,16,4
Miasto_1419,6,24,5
Miasto_1420,20,23,13
Miasto_1421,24,19,17
Miasto_1422,1,28,16
Miasto_1423,34,38,15
Miasto_1424,17,1,13
Miasto_1425,25,0,16
Miasto_1426,12,18,6
Miasto_1427,33,27,11
Miasto_1428,8,12,10
Miasto_1429,7,35,5
Miasto_1430,18,6,1
Miasto_1431,35,38,5
Miasto_1432,28,15,6
Miasto_1433,9,2,13
Miasto_1434,38,1,12
Miasto_1435,16,17,18
Miasto_1436,26,26,5
Miasto_1437,34,17,10
Miasto_1438,19,13,5
Miasto_1439,17,11,13
Miasto_1440,27,10,17
Miasto_1441,1,35,14
Miasto_1442,20,21,14
Miasto_1443,30,25,4
Miasto_1444,20,3,9
Miasto_1445,31,11,17
Miasto_1446,36,37,6
Miasto_1447,30,20,12
Miasto_1448,33,38,7
Miasto_1449,38,2,3
Miasto_1450,38,7,3
Miasto_1451,19,29,4
Miasto_1452,34,39,7
Miasto_1453,3,13,14
Miasto_1454,10,29,17
Miasto_1455,14,14,8
Miasto_1456,35,31,6
Miasto_1457,28,9,10
Miasto_1458,1,9,4
Miasto_1459,2,14,4
Miasto_1460,29,36,7
Miasto_1461,19,25,2
Miasto_1462,22,29,16
Miasto_1463,6,34,12
Miasto_1464,30,17,17
Miasto_1465,29,18,1
Miasto_1466,23,27,9
Miasto_1467,38,17,15
Miasto_1468,15,12,14
Miasto_1469,3,2,1
Miasto_1470,15,30,15
Miasto_1471,27,4,8
Miasto_1472,14,38,12
Miasto_1473,11,20,10
Miasto_1474,5,5,5
Miasto_1475,6,9,3
Miasto_1476,29,15,2
Miasto_1477,39,17,2
Miasto_1478,16,10,6
Miasto_1479,11,0,5
Miasto_1480,24,34,15
Miasto_1481,0,7,10
Miasto_1482,22,8,8
Miasto_1483,39,7,18
Miasto_1484,1,32,18
Miasto_1485,28,19,18
Miasto_1486,29,39,5
Miasto_1487,24,26,15
Miasto_1488,27,32,13
Miasto_1489,21,37,16
Miasto_1490,39,0,10
Miasto_1491,19,6,3
Miasto_1492,37,23,9
Miasto_1493,15,5,2
Miasto_1494,19,11,8
Miasto_1495,8,28,13
Miasto_1496,1,1,9
Miasto_1497,36,25,3
Miasto_1498,37,34,1
Miasto_1499,4,31,10
Miasto_1500,1,36,11
Miasto_1501,37,14,17
Miasto_1502,15,7,18
Miasto_1503,9,27,17
Miasto_1504,10,16,10
Miasto_1505,19,12,1
Miasto_1506,5,20,6
Miasto_1507,0,0,10
Miasto_1508,2,9,4
Miasto_1509,33,7,14
Miasto_1510,27,18,7
Miasto_1511,14,31,11
Miasto_1512,5,35,17
Miasto_1513,37,35,3
Miasto_1514,37,7,2
Miasto_1515,13,24,1
Miasto_1516,0,9,1
Miasto_1517,23,5,13
Miasto_1518,16,33,14
Miasto_1519,23,10,10
Miasto_1520,20,20,18
Miasto_1521,17,30,9
Miasto_1522,14,29,15
Miasto_1523,16,2,9
Miasto_1524,4,18,16
Miasto_1525,20,16,2
Miasto_1526,12,6,17
Miasto_1527,4,6,12
Miasto_1528,38,25,10
Miasto_1529,14,12,5
Miasto_1530,18,2,8
Miasto_1531,18,17,13
Miasto_1532,25,1,15
Miasto_1533,10,19,12
Miasto_1534,21,15,16
Miasto_1535,16,12,9
Miasto_1536,1,33,12
Miasto_1537,26,38,7
Miasto_1538,21,27,3
Miasto_1539,30,32,9
Miasto_1540,12,11,10
Miasto_1541,13,31,8
Miasto_1542,35,33,5
Miasto_1543,2,29,1
Miasto_1544,35,34,7
Miasto_1545,12,7,1
Miasto_1546,34,19,9
Miasto_1547,17,3,15
Miasto_1548,23,32,15
Miasto_1549,15,24,17
Miasto_1550,7,13,6
Miasto_1551,8,6,13
Miasto_1552,32,10,1
Miasto_1553,29,19,10
Miasto_1554,36,36,10
Miasto_1555,20,37,3
Miasto_1556,18,20,6
Miasto_1557,21,29,4
Miasto_1558,10,26,18
Miasto_1559,7,7,5
Miasto_1560,27,37,6
Miasto_1561,1,6,1
Miasto_1562,9,13,13
Miasto_1563,0,16,8
Miasto_1564,12,26,8
Miasto_1565,32,2,15
Miasto_1566,4,0,3
Miasto_1567,32,20,8
Miasto_1568,0,21,8
Miasto_1569,8,37,6
Miasto_1570,19,5,1
Miasto_1571,29,23,11
Miasto_1572,25,2,11
Miasto_1573,2,16,18
Miasto_1574,21,19,14
Miasto_1575,2,27,14
Miasto_1576,2,2,3
Miasto_1577,35,28,5
Miasto_1578,16,19,8
Miasto_1579,2,4,10
Miasto_1580,21,39,11
Miasto_1581,2,36,2
Miasto_1582,19,1,7
Miasto_1583,34,9,2
Miasto_1584,13,21,16
Miasto_1585,25,18,2
Miasto_1586,28,34,3
Miasto_1587,11,25,5
Miasto_1588,37,39,12
Miasto_1589,9,34,16
Miasto_1590,20,27,11
Miasto_1591,33,20,14
Miasto_1592,9,23,8
Miasto_1593,15,39,17
Miasto_1594,2,23,13
Miasto_1595,36,7,18
Miasto_1596,15,25,12
Miasto_1597,21,17,11
Miasto_1598,31,19,6
Miasto_1599,7,17,4
