city_from,city_to,travel_time
Miasto_530,Miasto_533,2
Miasto_530,Miasto_535,12
Miasto_532,Miasto_533,13
Miasto_532,Miasto_534,5
Miasto_533,Miasto_536,3
Miasto_535,Miasto_536,6
Miasto_535,Miasto_537,14
Miasto_536,Miasto_539,14
Miasto_537,Miasto_538,15
Miasto_537,Miasto_539,13
Miasto_539,Miasto_540,5
Miasto_540,Miasto_541,2
Miasto_540,Miasto_543,4
Miasto_541,Miasto_542,13
Miasto_542,Miasto_543,11
Miasto_544,Miasto_545,13
Miasto_545,Miasto_546,5
Miasto_545,Miasto_584,13
Miasto_546,Miasto_547,7
Miasto_546,Miasto_566,4
Miasto_546,Miasto_577,4
Miasto_547,Miasto_548,14
Miasto_547,Miasto_549,17
Miasto_547,Miasto_578,1
Miasto_548,Miasto_566,17
Miasto_548,Miasto_567,6
Miasto_548,Miasto_568,3
Miasto_549,Miasto_550,14
Miasto_549,Miasto_565,1
Miasto_549,Miasto_568,11
Miasto_550,Miasto_551,1
Miasto_550,Miasto_563,9
Miasto_550,Miasto_571,9
Miasto_551,Miasto_552,8
Miasto_551,Miasto_554,9
Miasto_551,Miasto_557,7
Miasto_552,Miasto_553,8
Miasto_552,Miasto_571,7
Miasto_553,Miasto_554,13
Miasto_553,Miasto_562,10
Miasto_553,Miasto_569,16
Miasto_554,Miasto_555,15
Miasto_554,Miasto_561,13
Miasto_555,Miasto_556,8
Miasto_555,Miasto_557,16
Miasto_555,Miasto_559,6
Miasto_556,Miasto_560,14
Miasto_556,Miasto_561,5
Miasto_557,Miasto_558,2
Miasto_557,Miasto_563,17
Miasto_558,Miasto_559,17
Miasto_558,Miasto_564,1
Miasto_559,Miasto_560,5
Miasto_561,Miasto_562,1
Miasto_562,Miasto_570,12
Miasto_563,Miasto_564,16
Miasto_563,Miasto_568,2
Miasto_565,Miasto_571,2
Miasto_565,Miasto_578,11
Miasto_565,Miasto_579,9
Miasto_569,Miasto_570,5
Miasto_572,Miasto_573,14
Miasto_572,Miasto_574,2
Miasto_573,Miasto_576,13
Miasto_574,Miasto_575,8
Miasto_574,Miasto_576,7
Miasto_577,Miasto_578,6
Miasto_577,Miasto_580,17
Miasto_577,Miasto_584,14
Miasto_578,Miasto_581,16
Miasto_579,Miasto_581,10
Miasto_579,Miasto_582,5
Miasto_580,Miasto_581,15
Miasto_580,Miasto_585,7
Miasto_581,Miasto_583,15
Miasto_582,Miasto_583,8
Miasto_584,Miasto_585,5
